,name,Text,processedText,CEFR Labels
134,Lionel messi,"Lionel Andraos Messi , born on 24 June 1987, is an Argentine footballer who currently plays for Barcelona and the Argentine national team. He is one of the best football players of his generation and is frequently considered as the world's best contemporary player. Lionel Messi, whose playing style and ability have drawn comparisons to Diego Maradona, received Ballon d'Or and FIFA World Player of the Year nominations by the age of 21 and won both by the age of 22. Diego Maradona once declared that Messi was his ""successor.""
Lionel Messi's talent was early detected by his father. When he began playing with the local team, his potential was quickly identified by Barcelona . At the age of 11, he was diagnosed with a growth hormone deficiency, which is a medical condition in which the body does not produce enough growth hormone and whose treatment nessecitates a lot of money. He left Rosario-based Newell's Old Boys's youth team in 2000 and moved with his family to Europe, as Barcelona offered treatment for his growth hormone deficiency. Making his debut in the 2004â€“05 season, he broke the La Liga record for the youngest footballer to play a league game, and also the youngest to score a league goal. Major honours soon followed as Barcelona won La Liga in Messi's debut season, and won a double of the league and Champions League in 2006. His breakthrough season was in 2006â€“07; he became a first team regular, scoring a hat-trick in El ClÃ¡sico and finishing with 14 goals in 26 league games. Perhaps his most successful season was the 2008â€“09 season, in which Messi scored 38 goals to play an integral part in a treble-winning campaign.
Messi was the top scorer of the 2005 FIFA World Youth Championship with six goals, including two in the final game. Shortly thereafter, he became an established member of Argentina's senior international team. In 2006, he became the youngest Argentine to play in the FIFA World Cup and he won a runners-up medal at the Copa AmÃ©rica tournament the following year. In 2008, in Beijing, he won his first international honour, an Olympic gold medal, with the Argentina Olympic football team.",lionel andrao messi born june argentin footbal current play barcelona argentin nation team one best footbal player gener frequent consid world best contemporari player lionel messi whose play style abil drawn comparison diego maradona receiv ballon fifa world player year nomin age age diego maradona declar messi successor lionel messi talent earli detect father began play local team potenti quickli identifi barcelona age diagnos growth hormon defici medic condit bodi produc enough growth hormon whose treatment nessecit lot money left newel old boy youth team move famili europ barcelona offer treatment growth hormon defici make debut season broke la liga record youngest footbal play leagu game also youngest score leagu goal major honour soon follow barcelona la liga messi debut season doubl leagu champion leagu breakthrough season becam first team regular score el finish goal leagu game perhap success season season messi score goal play integr part campaign messi top scorer fifa world youth championship six goal includ two final game shortli thereaft becam establish member argentina senior intern team becam youngest argentin play fifa world cup medal copa tournament follow year beij first intern honour olymp gold medal argentina olymp footbal team,B2
135,Snakes,"Snakes are elongated, legless, carnivorous reptiles that can be distinguished from legless lizards by their lack of eyelids and external ears. Many species of snakes have skulls with several more joints than their lizard ancestors, enabling them to swallow prey much larger than their heads with their highly mobile jaws. To accommodate their narrow bodies, snakes' paired organs (such as kidneys) appear one in front of the other instead of side by side, and most have only one functional lung.
Living snakes are found on every continent except Antarctica, and on most smaller land masses; exceptions include some large islands, such as Ireland, Iceland, Greenland, the Hawaiian archipelago, and the islands of New Zealand, and many small islands of the Atlantic and central Pacific oceans. Additionally, sea snakes are widespread throughout the Indian and Pacific Oceans. More than 20 families are currently recognized. They range in size from the tiny, 10.4 cm (4.1 in)-long thread snake to the reticulated python of 6.95 meters (22.8 ft) in length. The fossil species Titanoboa cerrejonensis was 12.8 meters (42 ft) long. Snakes are thought to have evolved from either burrowing or aquatic lizards, perhaps during the Jurassic period.
Most species are nonvenomous and those that have venom use it primarily to kill and subdue prey rather than for self-defense. Some possess venom potent enough to cause painful injury or death to humans. The colloquial term ""poisonous snake"" is generally an incorrect label for snakes. A poison is inhaled or ingested, whereas venom produced by snakes is injected into its victim via fangs. It is worthwhile noting that certain birds, mammals, and other snakes (such as kingsnakes) that prey on venomous snakes have developed resistance and even immunity to certain venoms. Nonvenomous snakes either swallow prey alive or kill by constriction.
All snakes are strictly carnivorous, eating small animals including lizards, frogs, other snakes, small mammals, birds, eggs, fish, snails or insects. Because snakes cannot bite or tear their food to pieces, they must swallow prey whole. The body size of a snake has a major influence on its eating habits. Smaller snakes eat smaller prey. Juvenile pythons might start out feeding on lizards or mice and graduate to small deer or antelope as an adult, for example. After eating, snakes become dormant while the process of digestion takes place.",snake elong legless carnivor reptil distinguish legless lizard lack eyelid extern ear mani speci snake skull sever joint lizard ancestor enabl swallow prey much larger head highli mobil jaw accommod narrow bodi snake pair organ kidney appear one front instead side side one function lung live snake found everi contin except antarctica smaller land mass except includ larg island ireland iceland greenland hawaiian archipelago island new zealand mani small island atlant central pacif ocean addit sea snake widespread throughout indian pacif ocean famili current recogn rang size tini cm thread snake reticul python meter ft length fossil speci titanoboa cerrejonensi meter ft long snake thought evolv either burrow aquat lizard perhap jurass period speci nonvenom venom use primarili kill subdu prey rather posse venom potent enough caus pain injuri death human colloqui term poison snake gener incorrect label snake poison inhal ingest wherea venom produc snake inject victim via fang worthwhil note certain bird mammal snake kingsnak prey venom snake develop resist even immun certain venom nonvenom snake either swallow prey aliv kill constrict snake strictli carnivor eat small anim includ lizard frog snake small mammal bird egg fish snail insect snake bite tear food piec must swallow prey whole bodi size snake major influenc eat habit smaller snake eat smaller prey juvenil python might start feed lizard mouse graduat small deer antelop adult exampl eat snake becom dormant process digest take place,B2
136,Antica pizzeria port alba,"First established in 1738 as a stand for peddlers, Antica Pizzeria Port'Alba was opened in 1830 in the town center at Via Port'Alba 18, Naples, Italy. It is is widely believed to be the world's first pizzeria
The restaurant replaced street vendors who would make pizza in wood-fired ovens and bring it onto the street, keeping it warm in small tin stoves they balanced on their head. It soon became a prominent meeting place for men in the street. Most patrons were artists, students, or others with very little money, so the pizzas made were generally simple, with toppings such as oil and garlic. A payment system, called pizza a otto, was developed that allowed customers to pay up to eight days after their meal. A resulting local joke was that a meal from Port'Alba might be someone's last free meal, if they died before they paid. Additionally, patrons created poetry to honor the pizzas.
Antica Pizzeria Port'Alba is still in business today, located between a number of bookstores. It is widely believed to be the world's first pizzeria",first establish stand peddler antica pizzeria open town center via napl itali wide believ world first pizzeria restaur replac street vendor would make pizza oven bring onto street keep warm small tin stove balanc head soon becam promin meet place men street patron artist student other littl money pizza made gener simpl top oil garlic payment system call pizza otto develop allow custom pay eight day meal result local joke meal might someon last free meal die paid addit patron creat poetri honor pizza antica pizzeria still busi today locat number bookstor wide believ world first pizzeria,B1
137,Nelson mandela,"Nelson Rolihlahla Mandela (also known as Madiba), a South African anti-apartheid revolutionary and politician who served as President of South Africa from 1994 to 1999, was the first black South African to hold the office, and the first elected in a fully representative, multiracial election. Mandela was born to the Thembu royal family. He attended Fort Hare University and the University of Witwatersrand where he studied law. After the Afrikaner nationalists of the National Party came to power in 1948 and began implementing the policy of apartheid, a system of racial segragation, he rose to prominence in the the African National Congress's 1952 Defiance Campaign. Working as a lawyer, he was repeatedly arrested for seditious activities and, with the ANC leadership, was prosecuted in the Treason Trial from 1956 to 1961 but was found not guilty. Although initially committed to non-violent protest, he was arrested in 1962, convicted of sabotage and conspiracy to overthrow the government, and sentenced to life imprisonment in the Rivonia Trial.
An international campaign lobbied for his release, which was granted in 1990 after 27 years of imprisonment. Becoming ANC President, Mandela led negotiations with President F.W. de Klerk to abolish apartheid and establish multi-racial elections in 1994, in which he led the ANC to victory. He was elected President and formed a Government of National Unity. As President, he established a new constitution and initiated the Truth and Reconciliation Commission to investigate past human rights abuses, while introducing policies to encourage land reform, combat poverty and expand healthcare services.",nelson rolihlahla mandela also known madiba south african revolutionari politician serv presid south africa first black south african hold offic first elect fulli repres multiraci elect mandela born thembu royal famili attend fort hare univers univers witwatersrand studi law afrikan nationalist nation parti came power began implement polici apartheid system racial segrag rose promin african nation congress defianc campaign work lawyer repeatedli arrest sediti activ anc leadership prosecut treason trial found guilti although initi commit protest arrest convict sabotag conspiraci overthrow govern sentenc life imprison rivonia trial intern campaign lobbi releas grant year imprison becom anc presid mandela led negoti presid de klerk abolish apartheid establish elect led anc victori elect presid form govern nation uniti presid establish new constitut initi truth reconcili commiss investig past human right abus introduc polici encourag land reform combat poverti expand healthcar servic,C1
138,Rowan atkinson,"The English actor, comedian, and screenwriter, Rowan Sebastian Atkinson, was born on 6 January 1955 in Consett, County Durham, England. He is best known for his work on the sitcoms Mr. Bean and Blackadder. Atkinson has been listed in The Observer as one of the 50 funniest actors in British comedy and amongst the top 50 comedians ever, in a 2005 poll of fellow comedians.
Atkinson got a master's degree in Electrical Engineering at The Queen's College, Oxford. While studying at Oxford Atkinson started writing and performing his first sketches. He first appeared in Oxford revues at the Edinburgh Festival Fringe. Later, he started performing in theater clubs and on comedy shows for BBC Radio 3. He reached success in TV performances such as Not the Nine O'Clock News (1979-82), Blackadder (1983-89) and The Thin Blue Line (1995-96), but Atkinson reached worldwide fame by writing and starring the TV sitcom Mr. Bean (1990-95). Described by Atkinson himself Mr Bean is a character that is much like ""a child in a grown man's body"". The series of Mr. Bean has enabled his character to secure a place in the popular culture of several countries.",english actor comedian screenwrit rowan sebastian atkinson born januari consett counti durham england best known work sitcom bean blackadd atkinson list observ one funniest actor british comedi amongst top comedian ever poll fellow comedian atkinson got master degre electr engin queen colleg oxford studi oxford atkinson start write perform first sketch first appear oxford revu edinburgh festiv fring later start perform theater club comedi show bbc radio reach success tv perform nine news blackadd thin blue line atkinson reach worldwid fame write star tv sitcom bean describ atkinson mr bean charact much like child grown man bodi seri bean enabl charact secur place popular cultur sever countri,B2
139,Education,"Education encompasses both the teaching and learning of knowledge, proper conduct, and technical competency. It thus focuses on the cultivation of skills, trades or professions, as well as mental, moral & aesthetic development.
Formal education consists of systematic instruction, teaching and training by professional teachers. This consists of the application of pedagogy and the development of curricula.
The right to education is a fundamental human right. Since 1952, Article 2 of the first Protocol to the European Convention on Human Rights obliges all signatory parties to guarantee the right to education. At world level, the United Nations' International Covenant on Economic, Social and Cultural Rights of 1966 guarantees this right under its Article 13.
Educational systems are established to provide education and training, often for children and the young. A curriculum defines what students should know, understand and be able to do as the result of education. A teaching profession delivers teaching which enables learning, and a system of policies, regulations, examinations, structures and funding enables teachers to teach to the best of their abilities. Sometimes educational systems can be used to promote doctrines or ideals as well as knowledge, which is known as social engineering. This can lead to political abuse of the system, particularly in totalitarian states and government.
Primary (or elementary) education consists of the first years of formal, structured education. In general, primary education consists of six or seven years of schooling starting at the age of 5 or 6, although this varies between, and sometimes within, countries. Globally, around 70% of primary-age children are enrolled in primary education, and this proportion is rising.
In most contemporary educational systems of the world, secondary education consists of the second years of formal education that occur during adolescence.It is characterized by transition from the typically compulsory, comprehensive primary education for minors, to the optional, selective tertiary, ""post-secondary"", or ""higher"" education (e.g., university, vocational school) for adults.
Higher education, also called tertiary, third stage, or post secondary education, is the non-compulsory educational level that follows the completion of a school providing a secondary education, such as a high school or secondary school. Tertiary education is normally taken to include undergraduate and postgraduate education, as well as vocational education and training. Colleges and universities are the main institutions that provide tertiary education. Collectively, these are sometimes known as tertiary institutions. Tertiary education generally results in the receipt of certificates, diplomas, or academic degrees.",educ encompass teach learn knowledg proper conduct technic compet thu focus cultiv skill trade profess well mental moral aesthet develop formal educ consist systemat instruct teach train profession teacher consist applic pedagogi develop curriculum right educ fundament human right sinc articl first protocol european convent human right oblig signatori parti guarante right educ world level unit nation intern coven econom social cultur right guarante right articl educ system establish provid educ train often child young curriculum defin student know understand abl result educ teach profess deliv teach enabl learn system polici regul examin structur fund enabl teacher teach best abil sometim educ system use promot doctrin ideal well knowledg known social engin lead polit abus system particularli totalitarian state govern primari elementari educ consist first year formal structur educ gener primari educ consist six seven year school start age although vari sometim within countri global around child enrol primari educ proport rise contemporari educ system world secondari educ consist second year formal educ occur character transit typic compulsori comprehens primari educ minor option select tertiari higher educ univers vocat school adult higher educ also call tertiari third stage post secondari educ educ level follow complet school provid secondari educ high school secondari school tertiari educ normal taken includ undergradu postgradu educ well vocat educ train colleg univers main institut provid tertiari educ collect sometim known tertiari institut tertiari educ gener result receipt certif diploma academ degre,B2
140,World water day,"World Water Day is observed on March 22 since 1993. It was declared as such by the United Nations General Assembly. This day was first formally proposed in Agenda 21 of the 1992 United Nations Conference on Environment and Development (UNCED) in Rio de Janeiro, Brazil. Observance began in 1993 and has grown significantly ever since.
The UN and its member nations devote this day to implementing UN recommendations and promoting concrete activities within their countries regarding the world's water resources. Each year, one of various UN agencies involved in water issues takes the lead in promoting and coordinating international activities for World Water Day.
In addition to the UN member states, a number of NGOs promoting clean water and sustainable aquatic habitats have used World Day for Water as a time to focus public attention on the critical water issues of our era. Every three years since 1997, for instance, the World Water Council has drawn thousands to participate in its World Water Forum during the week of World Day for Water. Participating agencies and NGOs have highlighted issues such as a billion people being without access to safe water for drinking and the role of gender in family access to safe water.",world water day observ march sinc declar unit nation gener assembl day first formal propos agenda unit nation confer environ develop unc rio de janeiro brazil observ began grown significantli ever sinc un member nation devot day implement un recommend promot concret activ within countri regard world water resourc year one variou un agenc involv water issu take lead promot coordin intern activ world water day addit un member state number ngo promot clean water sustain aquat habitat use world day water time focu public attent critic water issu era everi three year sinc instanc world water council drawn thousand particip world water forum week world day water particip agenc ngo highlight issu billion peopl without access safe water drink role gender famili access safe water,C1
141,Joseph conrad biography,"Joseph Conrad was a Polish-British writer. He was born on December 3 in 1857. He is regarded as one of the greatest novelists to write in the English language. He was granted British nationality in 1886 but always considered himself a Pole. Though he did not speak English fluently until he was in his twenties (and always with a marked accent), he was a master prose stylist who brought a distinctly non-English sensibility into English literature. He wrote stories and novels, many with a nautical setting, that depict trials of the human spirit in the midst of an impassive, inscrutable universe.
Joseph Conrad is considered an early modernist, though his works still contain elements of nineteenth-century realism. His narrative style and anti-heroic characters have influenced many authors, including T.S. Eliot, William Faulkner and Graham Greene. Many films have been adapted from, or inspired by, Conrad's works. One of the most famous adaptations of his work is Apocalypse Now (1979), by Francis Ford Coppola. It was adapted from Heart of Darkness.
Writing in the heyday of the British Empire, Conrad drew on his native Poland's national experiences and on his personal experiences in the French and British merchant navies to create short stories and novels that reflect aspects of a European-dominated world, while profoundly exploring human psychology. Appreciated early on by literary critics, his fiction and nonfiction have since been seen as almost prophetic, in the light of subsequent national and international disasters of the 20th and 21st centuries
He died on August 3, 1924.",joseph conrad writer born decemb regard one greatest novelist write english languag grant british nation alway consid pole though speak english fluentli twenti alway mark accent master prose stylist brought distinctli sensibl english literatur wrote stori novel mani nautic set depict trial human spirit midst impass inscrut univers joseph conrad consid earli modernist though work still contain element realism narr style charact influenc mani author includ eliot william faulkner graham green mani film adapt inspir conrad work one famou adapt work apocalyps franci ford coppola adapt heart dark write heyday british empir conrad drew nativ poland nation experi person experi french british merchant navi creat short stori novel reflect aspect world profoundli explor human psycholog appreci earli literari critic fiction nonfict sinc seen almost prophet light subsequ nation intern disast centuri die august,B2
142,Difference african asian elephants,"Both African and Asian elephants are descendants of the same family, Elephantidae, but they are of different genus. The African elephant belongs to the Loxodonta africana genus while the Asian elephant belong to the Elephas maximus genus.
African and Asian elephants may look similar but there are basic differences.
African elephants have larger ears reaching the size of the animal's whole head. Asian elephants have smaller ears.
The African elephant is much larger, averaging 3,600–6,000 kilograms (8,000–13,200 lbs.) Asian males weigh between 3000-6,000 kilograms (6,600–11,000 lbs.)
The back of an African elephant has a defined slope, while the Asian elephant has a flatter back.
Both male and female African elephants have tusks. However, only some Asian male elephants have tusks which are noticeably smaller than those of the African elephants.
The African elephant's trunk is equipped with two ""fingers"". These allow it to grasp onto leaves and grasses before bringing them to its mouth. Asian elephants trunk, however has only one ""finger"". They use this single ""finger"" to curl around food, which they then squeeze up into their mouths.
African elephants are smooth-headed. Asian elephants have a distinctly humped skull.",african asian eleph descend famili elephantida differ genu african eleph belong loxodonta africana genu asian eleph belong elepha maximu genu african asian eleph may look similar basic differ african eleph larger ear reach size anim whole head asian eleph smaller ear african eleph much larger averag kilogram lb asian male weigh kilogram lb back african eleph defin slope asian eleph flatter back male femal african eleph tusk howev asian male eleph tusk notic smaller african eleph african eleph trunk equip two finger allow grasp onto leav grass bring mouth asian eleph trunk howev one finger use singl finger curl around food squeez mouth african eleph asian eleph distinctli hump skull,A2
143,Bob marley,"Bob Marley, was born on February 6, 1945. He was a Jamaican reggae singer, songwriter, musician, and guitarist who achieved international fame and acclaim. Starting out in 1963 with the group The Wailers, he forged a distinctive songwriting and vocal style that would later resonate with audiences worldwide. After The Wailers disbanded in 1974, Marley pursued a solo career that culminated in the release of the album Exodus in 1977, which established his worldwide reputation and produced his status as one of the world's best-selling artists of all time, with sales of more than 75 million records.
Bob Marley was a committed Rastafari, an Abrahamic religion which developed in Jamaica in the 1930s.This religion infused his music with a sense of spirituality. The Rastafari movement was a key element in the development of reggae. As an ardent proponent of Rastafari, Bob Marley took the reggae music out of the socially deprived areas of Jamaica and onto the international music scene.
In July 1977, Marley was found to have a type of malignant melanoma under the nail of a toe. Marley turned down his doctors' advice to have his toe amputated, citing his religious beliefs. Despite his illness, he continued touring until his health deteriorated as the cancer had spread throughout his body. He died on 11 May 1981 at Cedars of Lebanon Hospital in Miami (now University of Miami Hospital) at the age of 36. The spread of melanoma to his lungs and brain caused his death. His final words to his son Ziggy were:
""Money can't buy life.""",bob marley born februari jamaican regga singer songwrit musician guitarist achiev intern fame acclaim start group wailer forg distinct songwrit vocal style would later reson audienc worldwid wailer disband marley pursu solo career culmin releas album exodu establish worldwid reput produc statu one world artist time sale million record bob marley commit rastafari abraham religion develop jamaica religion infus music sen spiritu rastafari movement key element develop regga ardent propon rastafari bob marley took regga music social depriv area jamaica onto intern music scene juli marley found type malign melanoma nail toe marley turn doctor advic toe amput cite religi belief despit ill continu tour health deterior cancer spread throughout bodi die may cedar lebanon hospit miami univers miami hospit age spread melanoma lung brain caus death final word son ziggi money ca buy life,B2
144,Anorexia,"Anorexia is an eating disorder which is characterized by unusually low body weight, food self-deprivation, a severe fear of gaining weight, and a craving to be thin. Even though people suffering from anorexia are underweight, they consider themselves as obese. Anorexic people are often in self-denial concerning their low body weight.
As a consequence, anorexia may lead to severe health problems. 
Psychologically, people suffering from anorexia are often depressed.
The causes of anorexia are not clearly identified. Specialists recognize that there are at least two types of factors that lead to this type of eating disorder, namely genetic predisposition and cultural factors. It has been proven, for example, that identical twins are more often affected than non-identical ones. Besides, It seems that anorexia is more widely spread in societies that highly value thinness. Also, this eating disorder occurs more often among those people who are involved in careers such as modeling, athletic performance, and dancing.
The treatment of anorexia is threefold: medical, nutritional and psychological. The primary focus is to address any serious health problem that may have emerged from the eating disorder such as amenorrhea, malnutrition, and an unstable heartbeat. Additionally, the treatment focuses on restoring weight to its healthy level through the implementation and supervision of a personalized diet and education about normal eating patterns. Patients have also to undergo a therapy that aims at recognizing the primary issues related to the eating disorder. The therapy also involves addressing and healing from traumatic life events. In addition to that, patients have to learn healthier strategies and coping skills. Finally, medications may be used to help with associated anxiety or depression.",anorexia eat disord character unusu low bodi weight food sever fear gain weight crave thin even though peopl suffer anorexia underweight consid obes anorex peopl often concern low bodi weight consequ anorexia may lead sever health problem psycholog peopl suffer anorexia often depress caus anorexia clearli identifi specialist recogn least two type factor lead type eat disord name genet predisposit cultur factor proven exampl ident twin often affect one besid seem anorexia wide spread societi highli valu thin also eat disord occur often among peopl involv career model athlet perform danc treatment anorexia threefold medic nutrit psycholog primari focu address seriou health problem may emerg eat disord amenorrhea malnutrit unstabl heartbeat addit treatment focus restor weight healthi level implement supervis person diet educ normal eat pattern patient also undergo therapi aim recogn primari issu relat eat disord therapi also involv address heal traumat life event addit patient learn healthier strategi cope skill final medic may use help associ anxieti depress,B2
145,Rosa parks,"Rosa Louise McCauley Parks was born on February 4, 1913 and died on October 24, 2005. She was an African-American civil and was called ""the first lady of civil rights"", and ""the mother of the freedom movement"".
Rosa Parks' first event in her fight for civil rights was in Montgomery, Alabama. On December 1, 1955, Parks refused to obey bus driver James Blake's order that she give up her seat to make room for a white passenger. This disobedience and defiance had the effect of sparking the Montgomery Bus Boycott. It became an important symbol of the modern Civil Rights Movement and Parks became an international icon of resistance to racial segregation. She organized and collaborated with civil rights leaders, including boycott leader Martin Luther King, Jr., helping to launch him to national prominence in the civil rights movement.
Although widely honored in later years for her action, she suffered for it, losing her job as a seamstress in a local department store. Eventually, she moved to Detroit, Michigan, where she found similar work. From 1965 to 1988 she served as secretary and receptionist to African-American U.S. Representative John Conyers. After retirement from this position, she wrote an autobiography and lived a largely private life in Detroit. In her final years she suffered from dementia, and became involved in a lawsuit filed on her behalf against American hip-hop duo OutKast.
Parks eventually received many honors ranging from the 1979 Spingarn Medal to the Presidential Medal of Freedom, the Congressional Gold Medal and a posthumous statue in the United States Capitol's National Statuary Hall. Her death in 2005 was a major story in the United States' leading newspapers. She was granted the posthumous honor of lying in honor at the Capitol Rotunda.",rosa louis mccauley park born februari die octob civil call first ladi civil right mother freedom movement rosa park first event fight civil right montgomeri alabama decemb park refus obey bu driver jame blake order give seat make room white passeng disobedi defianc effect spark montgomeri bu boycott becam import symbol modern civil right movement park becam intern icon resist racial segreg organ collabor civil right leader includ boycott leader martin luther king help launch nation promin civil right movement although wide honor later year action suffer lose job seamstress local depart store eventu move detroit michigan found similar work serv secretari receptionist repres john conyer retir posit wrote autobiographi live larg privat life detroit final year suffer dementia becam involv lawsuit file behalf american duo outkast park eventu receiv mani honor rang spingarn medal presidenti medal freedom congression gold medal posthum statu unit state capitol nation statuari hall death major stori unit state lead newspap grant posthum honor lie honor capitol rotunda,B2
146,Brief history of time by hawking,"""A Brief History of Time: From the Big Bang to Black Holes"" is one of Stephen Hawking's bestsellers. It is a popular-science book on cosmology. Hawking first published the book in 1988 with the intention to explain difficult theoretical concepts to laymen.
Because Hawking wrote A Brief History of Time for nonspecialist readers with no prior knowledge of scientific theories, he used non-technical terms about the structure, origin, development and eventual fate of the universe, which is the object of study of astronomy and modern physics.
Throughout the chapters of the book, Hawking explains basic concepts like space and time, basic building blocks that make up the universe (such as quarks) and the fundamental forces that govern it (such as gravity). He also writes about cosmological phenomena such as the Big Bang and black holes. Professor Hawking also discusses two major theories that modern scientists use to describe the universe, namely general relativity and quantum mechanics. Finally, the book also discusses the search for a unifying theory that describes everything in the universe in a coherent manner. Recent advances in science have confirmed many of Professor Hawking's theoretical predictions in the first edition of this book.
The book became a bestseller and sold more than 10 million copies in 20 years. It was also on the London Sunday Times bestseller list for more than five years and was translated into 35 languages by 2001.",brief histori time big bang black hole one stephen hawk bestsel book cosmolog hawk first publish book intent explain difficult theoret concept layman hawk wrote brief histori time nonspecialist reader prior knowledg scientif theori use term structur origin develop eventu fate univers object studi astronomi modern physic throughout chapter book hawk explain basic concept like space time basic build block make univers quark fundament forc govern graviti also write cosmolog phenomenon big bang black hole professor hawk also discus two major theori modern scientist use describ univers name gener rel quantum mechan final book also discus search unifi theori describ everyth univers coher manner recent advanc scienc confirm mani professor hawk theoret predict first edit book book becam bestsel sold million copi year also london sunday time bestsel list five year translat languag,B2
147,Maya civilization,"The Maya civilization was a Mesoamerican civilization developed by the Maya peoples in an area that encompasses southeastern Mexico, all of Guatemala and Belize, and the western portions of Honduras and El Salvador. The Maya civilization is known for the Maya hieroglyphic script, the only known fully developed writing system of the pre-Columbian Americas, as well as for its art, architecture, and mathematical and astronomical systems.
The Maya civilization developed from the the Archaic period, prior to 2000 BC, to the fall of the last Maya city in 1697 by the Spanish Empire. Classic period rule was centered around the concept of the ""divine king"", who acted as a mediator between mortals and the supernatural realm. Kingship was patrilineal, and power would normally pass to the eldest son. A prospective king was also expected to be a successful war leader. Maya politics was dominated by a closed system of patronage, although the exact political make-up of a kingdom varied from city-state to city-state. By the Late Classic, the aristocracy had greatly increased, resulting in the corresponding reduction in the exclusive power of the divine king. As a part of their religion, the Maya practiced human sacrifice.
The Maya civilisation developed highly sophisticated artforms, and the Maya created art using both perishable and non-perishable materials, including wood, jade, obsidian, ceramics, sculpted stone monuments, stucco, and finely painted murals.
Maya cities tended to expand haphazardly, and the city center would be occupied by commercial and administrative complexes, surrounded by an irregular sprawl of residential districts. Different parts of a city would often be linked by causeways, a sort of paved roads. The principal architecture of the city consisted of palaces, pyramid-temples, ceremonial ballcourts, and structures aligned for astronomical observation.
The Maya elite were literate, and developed a complex system of hieroglyphic writing that was the most advanced in the pre-Columbian Americas. The Maya recorded their history and ritual knowledge in screenfold books, of which only three uncontested examples remain, the rest having been destroyed by the Spanish. There are also a great many examples of Maya text found on ceramics and stelae, a kind of monuments that consist of tall sculpted stone shafts. The Maya developed a highly complex series of interlocking ritual calendars, and employed mathematics that included one of the earliest instances of the explicit zero in the world.",maya civil mesoamerican civil develop maya peopl area encompass southeastern mexico guatemala beliz western portion hondura el salvador maya civil known maya hieroglyph script known fulli develop write system america well art architectur mathemat astronom system maya civil develop archaic period prior bc fall last maya citi spanish empir classic period rule center around concept divin king act mediat mortal supernatur realm kingship patrilin power would normal pas eldest son prospect king also expect success war leader maya polit domin close system patronag although exact polit kingdom vari late classic aristocraci greatli increas result correspond reduct exclus power divin king part religion maya practic human sacrific maya civilis develop highli sophist artform maya creat art use perish materi includ wood jade obsidian ceram sculpt stone monument stucco fine paint mural maya citi tend expand haphazardli citi center would occupi commerci administr complex surround irregular sprawl residenti district differ part citi would often link causeway sort pave road princip architectur citi consist palac ceremoni ballcourt structur align astronom observ maya elit liter develop complex system hieroglyph write advanc america maya record histori ritual knowledg screenfold book three uncontest exampl remain rest destroy spanish also great mani exampl maya text found ceram stela kind monument consist tall sculpt stone shaft maya develop highli complex seri interlock ritual calendar employ mathemat includ one earliest instanc explicit zero world,C2
